zone_id	image_id	volume	folio_sort_key	folio_label	folio_norm	class_id	class_name	abs_x	abs_y	abs_w	abs_h	url_image_full	image_filename	image_width_px	image_height_px
3059	1320	JJ099	158	72v	72v	0	AC	12	866	1188	1226	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxzshz116llj/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxzshz116llj/full/1200,/0/default.jpg	1200	2124
3060	1321	JJ099	159	73r	73r	0	AC	0	17	1200	2022	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vgnmusxnkrev/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vgnmusxnkrev/full/1200,/0/default.jpg	1200	2088
3061	1322	JJ099	160	73v	73v	0	AC	0	5	3645	3196	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtupiop5ko3j/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtupiop5ko3j/full/1200,/0/default.jpg	3649	6413
3062	1322	JJ099	160	73v	73v	0	AC	11	3171	3637	3168	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtupiop5ko3j/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtupiop5ko3j/full/1200,/0/default.jpg	3649	6413
3063	1323	JJ099	161	74r	74r	0	AC	1	10	1199	898	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vgkjilq479ku/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vgkjilq479ku/full/1200,/0/default.jpg	1200	2088
3064	1323	JJ099	161	74r	74r	0	AC	0	904	1200	1135	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vgkjilq479ku/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vgkjilq479ku/full/1200,/0/default.jpg	1200	2088
3065	1324	JJ099	162	74v	74v	0	AC	5	86	3644	2594	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvfnt27kh2db/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvfnt27kh2db/full/1200,/0/default.jpg	3649	6365
3066	1324	JJ099	162	74v	74v	0	AC	23	2670	3626	3599	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvfnt27kh2db/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvfnt27kh2db/full/1200,/0/default.jpg	3649	6365
3067	1325	JJ099	163	75r	75r	0	AC	0	34	4030	2013	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrw0h1l555mp/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrw0h1l555mp/full/1200,/0/default.jpg	4057	5718
3068	1325	JJ099	163	75r	75r	0	AC	0	2034	4051	2159	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrw0h1l555mp/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrw0h1l555mp/full/1200,/0/default.jpg	4057	5718
3069	1325	JJ099	163	75r	75r	1	AI	0	4180	4055	1478	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrw0h1l555mp/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrw0h1l555mp/full/1200,/0/default.jpg	4057	5718
3070	1326	JJ099	164	75v	75v	2	AF	1	20	1199	340	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo5be9inucj9/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo5be9inucj9/full/1200,/0/default.jpg	1200	1758
3071	1326	JJ099	164	75v	75v	0	AC	1	332	1199	633	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo5be9inucj9/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo5be9inucj9/full/1200,/0/default.jpg	1200	1758
3072	1326	JJ099	164	75v	75v	0	AC	0	915	1200	819	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo5be9inucj9/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo5be9inucj9/full/1200,/0/default.jpg	1200	1758
3073	1327	JJ099	165	76r	76r	0	AC	0	44	4049	2261	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0cc7wt9a516/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0cc7wt9a516/full/1200,/0/default.jpg	4057	5718
3074	1327	JJ099	165	76r	76r	0	AC	0	2296	4055	1671	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0cc7wt9a516/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0cc7wt9a516/full/1200,/0/default.jpg	4057	5718
3075	1327	JJ099	165	76r	76r	1	AI	0	3953	4057	1734	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0cc7wt9a516/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0cc7wt9a516/full/1200,/0/default.jpg	4057	5718
3076	1328	JJ099	166	76v	76v	2	AF	3	94	3909	3598	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6i8rodwa3kg/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6i8rodwa3kg/full/1200,/0/default.jpg	3913	5734
3077	1328	JJ099	166	76v	76v	0	AC	13	3620	3899	985	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6i8rodwa3kg/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6i8rodwa3kg/full/1200,/0/default.jpg	3913	5734
3078	1328	JJ099	166	76v	76v	1	AI	0	4471	3913	1194	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6i8rodwa3kg/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6i8rodwa3kg/full/1200,/0/default.jpg	3913	5734
3079	1329	JJ099	167	77r	77r	2	AF	0	13	4052	1523	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vezpxmka6tai/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vezpxmka6tai/full/1200,/0/default.jpg	4057	5718
3080	1329	JJ099	167	77r	77r	0	AC	0	1528	4053	2112	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vezpxmka6tai/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vezpxmka6tai/full/1200,/0/default.jpg	4057	5718
3081	1329	JJ099	167	77r	77r	0	AC	0	3625	4057	1172	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vezpxmka6tai/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vezpxmka6tai/full/1200,/0/default.jpg	4057	5718
3082	1329	JJ099	167	77r	77r	1	AI	1	4786	4055	922	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vezpxmka6tai/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vezpxmka6tai/full/1200,/0/default.jpg	4057	5718
3083	1330	JJ099	168	77v	77v	2	AF	25	78	3886	2016	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6hfzrp5swbb/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6hfzrp5swbb/full/1200,/0/default.jpg	3913	5702
3084	1330	JJ099	168	77v	77v	0	AC	43	2059	3870	2699	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6hfzrp5swbb/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6hfzrp5swbb/full/1200,/0/default.jpg	3913	5702
3085	1330	JJ099	168	77v	77v	1	AI	28	4700	3884	912	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6hfzrp5swbb/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6hfzrp5swbb/full/1200,/0/default.jpg	3913	5702
3086	1331	JJ099	169	78r	78r	2	AF	93	83	3674	1280	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v52zjyamjq1i/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v52zjyamjq1i/full/1200,/0/default.jpg	4001	5710
3087	1331	JJ099	169	78r	78r	0	AC	119	1336	3685	3584	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v52zjyamjq1i/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v52zjyamjq1i/full/1200,/0/default.jpg	4001	5710
3088	1331	JJ099	169	78r	78r	1	AI	136	4842	3786	791	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v52zjyamjq1i/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v52zjyamjq1i/full/1200,/0/default.jpg	4001	5710
3089	1332	JJ099	170	78v	78v	2	AF	221	87	3740	3450	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vgy508cuiu10/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vgy508cuiu10/full/1200,/0/default.jpg	3969	5702
3090	1332	JJ099	170	78v	78v	1	AI	145	3419	3819	2241	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vgy508cuiu10/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vgy508cuiu10/full/1200,/0/default.jpg	3969	5702
3091	1333	JJ099	171	79r	79r	2	AF	69	54	3689	1156	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v90rz5kvhw1j/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v90rz5kvhw1j/full/1200,/0/default.jpg	4001	5710
3092	1333	JJ099	171	79r	79r	0	AC	90	1205	3679	2854	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v90rz5kvhw1j/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v90rz5kvhw1j/full/1200,/0/default.jpg	4001	5710
3093	1333	JJ099	171	79r	79r	1	AI	99	4035	3855	1647	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v90rz5kvhw1j/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v90rz5kvhw1j/full/1200,/0/default.jpg	4001	5710
3094	1334	JJ099	172	79v	79v	2	AF	12	120	3921	948	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwki762y8le6/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwki762y8le6/full/1200,/0/default.jpg	3937	5734
3095	1334	JJ099	172	79v	79v	0	AC	43	943	3889	2644	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwki762y8le6/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwki762y8le6/full/1200,/0/default.jpg	3937	5734
3096	1334	JJ099	172	79v	79v	1	AI	9	3398	3923	2224	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwki762y8le6/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwki762y8le6/full/1200,/0/default.jpg	3937	5734
3097	1335	JJ099	173	80r	80r	2	AF	32	70	3716	1114	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrff3ayxby7c/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrff3ayxby7c/full/1200,/0/default.jpg	4001	5710
3098	1335	JJ099	173	80r	80r	0	AC	97	1173	3669	1516	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrff3ayxby7c/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrff3ayxby7c/full/1200,/0/default.jpg	4001	5710
3099	1335	JJ099	173	80r	80r	0	AC	122	2662	3716	2016	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrff3ayxby7c/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrff3ayxby7c/full/1200,/0/default.jpg	4001	5710
3100	1335	JJ099	173	80r	80r	1	AI	116	4637	3881	1032	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrff3ayxby7c/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrff3ayxby7c/full/1200,/0/default.jpg	4001	5710
3101	1336	JJ099	174	80v	80v	3	AM	30	139	3904	5549	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vq7ib3z74j4o/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vq7ib3z74j4o/full/1200,/0/default.jpg	3937	5734
3102	1337	JJ099	175	81r	81r	2	AF	59	84	3646	1246	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1bv493poag4/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1bv493poag4/full/1200,/0/default.jpg	4001	5710
3103	1337	JJ099	175	81r	81r	0	AC	80	1297	3644	1283	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1bv493poag4/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1bv493poag4/full/1200,/0/default.jpg	4001	5710
3104	1337	JJ099	175	81r	81r	0	AC	89	2552	3688	2500	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1bv493poag4/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1bv493poag4/full/1200,/0/default.jpg	4001	5710
3105	1337	JJ099	175	81r	81r	1	AI	72	5039	3919	656	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1bv493poag4/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1bv493poag4/full/1200,/0/default.jpg	4001	5710
3106	1338	JJ099	176	81v	81v	2	AF	2	30	1197	499	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpjeohqmp2dw/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpjeohqmp2dw/full/1200,/0/default.jpg	1200	1748
3107	1338	JJ099	176	81v	81v	0	AC	6	504	1188	470	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpjeohqmp2dw/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpjeohqmp2dw/full/1200,/0/default.jpg	1200	1748
3108	1338	JJ099	176	81v	81v	1	AI	5	950	1194	763	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpjeohqmp2dw/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpjeohqmp2dw/full/1200,/0/default.jpg	1200	1748
3109	1339	JJ099	177	82r	82r	2	AF	0	62	3938	1250	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlpzkx431s5c/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlpzkx431s5c/full/1200,/0/default.jpg	3953	5710
3110	1339	JJ099	177	82r	82r	0	AC	0	1306	3950	1272	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlpzkx431s5c/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlpzkx431s5c/full/1200,/0/default.jpg	3953	5710
3111	1339	JJ099	177	82r	82r	0	AC	0	2577	3944	2189	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlpzkx431s5c/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlpzkx431s5c/full/1200,/0/default.jpg	3953	5710
3112	1339	JJ099	177	82r	82r	1	AI	2	4774	3946	919	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlpzkx431s5c/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlpzkx431s5c/full/1200,/0/default.jpg	3953	5710
3113	1340	JJ099	178	82v	82v	2	AF	40	83	3929	1732	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo9msya3ffsz/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo9msya3ffsz/full/1200,/0/default.jpg	3969	5734
3114	1340	JJ099	178	82v	82v	0	AC	122	1787	3847	2083	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo9msya3ffsz/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo9msya3ffsz/full/1200,/0/default.jpg	3969	5734
3115	1340	JJ099	178	82v	82v	1	AI	31	3624	3938	1988	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo9msya3ffsz/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo9msya3ffsz/full/1200,/0/default.jpg	3969	5734
3116	1341	JJ099	179	83r	83r	2	AF	0	31	4049	882	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuhhk46nh387/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuhhk46nh387/full/1200,/0/default.jpg	4057	5710
3117	1341	JJ099	179	83r	83r	0	AC	0	911	4046	1433	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuhhk46nh387/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuhhk46nh387/full/1200,/0/default.jpg	4057	5710
3118	1341	JJ099	179	83r	83r	0	AC	0	2347	4042	1682	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuhhk46nh387/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuhhk46nh387/full/1200,/0/default.jpg	4057	5710
3119	1341	JJ099	179	83r	83r	1	AI	0	4020	4049	1571	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuhhk46nh387/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuhhk46nh387/full/1200,/0/default.jpg	4057	5710
3120	1342	JJ099	180	83v	83v	2	AF	12	78	3957	1138	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2t46x5z2iob/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2t46x5z2iob/full/1200,/0/default.jpg	3969	5734
3121	1342	JJ099	180	83v	83v	1	AI	20	1201	3949	4446	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2t46x5z2iob/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2t46x5z2iob/full/1200,/0/default.jpg	3969	5734
3122	1343	JJ099	181	84r	84r	3	AM	0	43	4046	5579	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4hafkqvcqpt/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4hafkqvcqpt/full/1200,/0/default.jpg	4057	5710
3123	1344	JJ099	182	84v	84v	2	AF	41	23	3928	3965	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7axexfh6mk0/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7axexfh6mk0/full/1200,/0/default.jpg	3969	5734
3124	1344	JJ099	182	84v	84v	1	AI	7	3785	3960	1892	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7axexfh6mk0/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7axexfh6mk0/full/1200,/0/default.jpg	3969	5734
3125	1345	JJ099	183	85r	85r	2	AF	0	7	4050	1144	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqrxwrzefbjw/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqrxwrzefbjw/full/1200,/0/default.jpg	4057	5710
3126	1345	JJ099	183	85r	85r	0	AC	0	1145	4044	1629	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqrxwrzefbjw/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqrxwrzefbjw/full/1200,/0/default.jpg	4057	5710
3127	1345	JJ099	183	85r	85r	1	AI	0	2776	4048	2818	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqrxwrzefbjw/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqrxwrzefbjw/full/1200,/0/default.jpg	4057	5710
3128	1346	JJ099	184	85v	85v	2	AF	206	51	3771	2939	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vmzgdut3jnat/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vmzgdut3jnat/full/1200,/0/default.jpg	3985	5734
3129	1346	JJ099	184	85v	85v	1	AI	127	2736	3849	2884	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vmzgdut3jnat/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vmzgdut3jnat/full/1200,/0/default.jpg	3985	5734
3130	1347	JJ099	185	86r	86r	2	AF	0	27	4080	1575	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlor06xnqyeh/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlor06xnqyeh/full/1200,/0/default.jpg	4089	5710
3131	1347	JJ099	185	86r	86r	0	AC	1	1546	4069	2291	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlor06xnqyeh/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlor06xnqyeh/full/1200,/0/default.jpg	4089	5710
3132	1347	JJ099	185	86r	86r	1	AI	0	3817	4076	1778	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlor06xnqyeh/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlor06xnqyeh/full/1200,/0/default.jpg	4089	5710
3133	1348	JJ099	186	86v	86v	2	AF	141	25	3833	938	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vva8vpo68kt7/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vva8vpo68kt7/full/1200,/0/default.jpg	3985	5734
3134	1348	JJ099	186	86v	86v	0	AC	174	933	3801	1232	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vva8vpo68kt7/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vva8vpo68kt7/full/1200,/0/default.jpg	3985	5734
3135	1348	JJ099	186	86v	86v	1	AI	135	2123	3840	3530	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vva8vpo68kt7/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vva8vpo68kt7/full/1200,/0/default.jpg	3985	5734
3136	1349	JJ099	187	87r	87r	2	AF	0	7	4078	3583	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v161ualike39/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v161ualike39/full/1200,/0/default.jpg	4089	5710
3137	1349	JJ099	187	87r	87r	0	AC	0	3556	4084	2055	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v161ualike39/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v161ualike39/full/1200,/0/default.jpg	4089	5710
3138	1350	JJ099	188	87v	87v	0	AC	186	64	3791	1739	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v64f4s626nxh/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v64f4s626nxh/full/1200,/0/default.jpg	3985	5734
3139	1350	JJ099	188	87v	87v	1	AI	160	1800	3815	3833	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v64f4s626nxh/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v64f4s626nxh/full/1200,/0/default.jpg	3985	5734
3140	1351	JJ099	189	88r	88r	2	AF	0	61	4080	1602	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vws6kzf5sn7z/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vws6kzf5sn7z/full/1200,/0/default.jpg	4089	5710
3141	1351	JJ099	189	88r	88r	0	AC	0	1657	4069	1396	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vws6kzf5sn7z/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vws6kzf5sn7z/full/1200,/0/default.jpg	4089	5710
3142	1351	JJ099	189	88r	88r	1	AI	0	3027	4083	2582	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vws6kzf5sn7z/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vws6kzf5sn7z/full/1200,/0/default.jpg	4089	5710
3143	1352	JJ099	190	88v	88v	2	AF	153	90	3824	1299	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp29akupo4vs/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp29akupo4vs/full/1200,/0/default.jpg	3985	5734
3144	1352	JJ099	190	88v	88v	0	AC	137	1371	3839	2948	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp29akupo4vs/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp29akupo4vs/full/1200,/0/default.jpg	3985	5734
3145	1352	JJ099	190	88v	88v	1	AI	87	4277	3889	1356	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp29akupo4vs/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp29akupo4vs/full/1200,/0/default.jpg	3985	5734
3146	1353	JJ099	191	89r	89r	2	AF	0	30	4084	1932	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkzlq1rez9br/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkzlq1rez9br/full/1200,/0/default.jpg	4089	5710
3147	1353	JJ099	191	89r	89r	1	AI	0	1959	4073	3668	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkzlq1rez9br/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkzlq1rez9br/full/1200,/0/default.jpg	4089	5710
3148	1354	JJ099	192	89v	89v	3	AM	2	59	3813	5636	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfwrv1ji9j8b/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfwrv1ji9j8b/full/1200,/0/default.jpg	3817	5758
3149	1355	JJ099	193	90r	90r	2	AF	0	8	4081	4031	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsivn8kr3db3/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsivn8kr3db3/full/1200,/0/default.jpg	4089	5710
3150	1355	JJ099	193	90r	90r	1	AI	0	3862	4080	1791	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsivn8kr3db3/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsivn8kr3db3/full/1200,/0/default.jpg	4089	5710
3151	1356	JJ099	194	90v	90v	2	AF	3	54	3883	1222	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vy25pg4yrwen/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vy25pg4yrwen/full/1200,/0/default.jpg	3889	5734
3152	1356	JJ099	194	90v	90v	0	AC	44	1101	3842	2536	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vy25pg4yrwen/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vy25pg4yrwen/full/1200,/0/default.jpg	3889	5734
3153	1356	JJ099	194	90v	90v	1	AI	4	3445	3881	2169	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vy25pg4yrwen/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vy25pg4yrwen/full/1200,/0/default.jpg	3889	5734
