zone_id	image_id	register	volume	folio_sort_key	folio_label	folio_norm	class_id	class_name	abs_x	abs_y	abs_w	abs_h	url_image_full	image_filename	image_width_px	image_height_px
6799	3676	JJ211	JJ211	73	28v	28v	1	AI	510	1147	3737	3066	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5oafrlgzgyq/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_73.jpg	4254	4302
6800	3677	JJ211	JJ211	74	29r	29r	2	AF	3	1	3747	2048	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vw2wy8putqh9/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_74.jpg	3753	4203
6801	3677	JJ211	JJ211	74	29r	29r	1	AI	3	2053	3741	2143	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vw2wy8putqh9/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_74.jpg	3753	4203
6802	3678	JJ211	JJ211	75	29v	29v	2	AF	1	42	4247	783	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5kj7c2v501u/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_75.jpg	4254	4302
6803	3678	JJ211	JJ211	75	29v	29v	1	AI	293	807	3954	3397	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5kj7c2v501u/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_75.jpg	4254	4302
6804	3679	JJ211	JJ211	76	30r	30r	2	AF	2	0	3682	1472	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vbglwxkdvbay/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_76.jpg	3687	4185
6805	3679	JJ211	JJ211	76	30r	30r	0	AC	10	1477	3676	2703	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vbglwxkdvbay/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_76.jpg	3687	4185
6806	3679	JJ211	JJ211	76	30r	30r	1	AI	2	1480	3684	2694	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vbglwxkdvbay/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_76.jpg	3687	4185
6807	3680	JJ211	JJ211	77	30v	30v	0	AC	489	113	3752	2275	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v787w20nkat4/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_77.jpg	4254	4302
6808	3680	JJ211	JJ211	77	30v	30v	1	AI	452	2386	3796	1832	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v787w20nkat4/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_77.jpg	4254	4302
6809	3681	JJ211	JJ211	78	31r	31r	3	AM	7	0	3745	4198	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vt1hwwnxyi8e/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_78.jpg	3753	4203
6810	3682	JJ211	JJ211	79	31v	31v	2	AF	463	71	3817	3303	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v45bpi70s571/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_79.jpg	4281	4302
6811	3682	JJ211	JJ211	79	31v	31v	1	AI	534	3396	3747	819	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v45bpi70s571/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_79.jpg	4281	4302
6812	3683	JJ211	JJ211	80	32r	32r	2	AF	3	1	3739	1762	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vc44dspnmuhn/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_80.jpg	3753	4203
6813	3683	JJ211	JJ211	80	32r	32r	0	AC	7	1767	3741	2428	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vc44dspnmuhn/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_80.jpg	3753	4203
6814	3684	JJ211	JJ211	81	32v	32v	0	AC	490	89	3793	2299	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vbdkzajhjxmo/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_81.jpg	4284	4305
6815	3684	JJ211	JJ211	81	32v	32v	0	AC	507	2386	3776	1824	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vbdkzajhjxmo/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_81.jpg	4284	4305
6816	3685	JJ211	JJ211	82	33r	33r	0	AC	0	3	3794	1180	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9b6gczlj1yo/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_82.jpg	3801	4203
6817	3685	JJ211	JJ211	82	33r	33r	0	AC	0	1188	3793	1460	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9b6gczlj1yo/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_82.jpg	3801	4203
6818	3685	JJ211	JJ211	82	33r	33r	1	AI	0	2655	3794	1543	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9b6gczlj1yo/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_82.jpg	3801	4203
6819	3686	JJ211	JJ211	83	33v	33v	0	AC	346	79	3945	1391	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5bhuy4pfr0t/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_83.jpg	4305	4302
6820	3686	JJ211	JJ211	83	33v	33v	0	AC	471	1469	3833	1840	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5bhuy4pfr0t/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_83.jpg	4305	4302
6821	3686	JJ211	JJ211	83	33v	33v	1	AI	501	3312	3803	944	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5bhuy4pfr0t/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_83.jpg	4305	4302
6822	3687	JJ211	JJ211	84	34r	34r	2	AF	0	2	3849	599	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vc03vimt4b2f/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_84.jpg	3855	4203
6823	3687	JJ211	JJ211	84	34r	34r	0	AC	0	601	3851	1599	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vc03vimt4b2f/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_84.jpg	3855	4203
6824	3687	JJ211	JJ211	84	34r	34r	1	AI	3	2198	3848	2001	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vc03vimt4b2f/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_84.jpg	3855	4203
6825	3688	JJ211	JJ211	85	34v	34v	0	AC	454	112	3840	1342	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhirh4bi20oe/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_85.jpg	4305	4302
6826	3688	JJ211	JJ211	85	34v	34v	0	AC	433	1459	3870	1198	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhirh4bi20oe/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_85.jpg	4305	4302
6827	3688	JJ211	JJ211	85	34v	34v	1	AI	490	2651	3813	1576	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhirh4bi20oe/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_85.jpg	4305	4302
6828	3689	JJ211	JJ211	86	35r	35r	2	AF	1	9	3898	758	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vijdm8te9mr9/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_86.jpg	3903	4203
6829	3689	JJ211	JJ211	86	35r	35r	0	AC	0	770	3895	1497	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vijdm8te9mr9/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_86.jpg	3903	4203
6830	3689	JJ211	JJ211	86	35r	35r	0	AC	0	2273	3898	1199	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vijdm8te9mr9/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_86.jpg	3903	4203
6831	3689	JJ211	JJ211	86	35r	35r	1	AI	1	3474	3899	723	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vijdm8te9mr9/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_86.jpg	3903	4203
6832	3690	JJ211	JJ211	87	35v	35v	2	AF	454	57	3845	1020	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqnrcgvnib51/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_87.jpg	4305	4302
6833	3690	JJ211	JJ211	87	35v	35v	0	AC	464	1080	3840	1800	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqnrcgvnib51/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_87.jpg	4305	4302
6834	3690	JJ211	JJ211	87	35v	35v	0	AC	473	2881	3829	1348	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqnrcgvnib51/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_87.jpg	4305	4302
6835	3691	JJ211	JJ211	88	36r	36r	0	AC	0	5	3901	1247	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3n6f69funye/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_88.jpg	3903	4233
6836	3691	JJ211	JJ211	88	36r	36r	0	AC	0	1252	3900	1440	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3n6f69funye/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_88.jpg	3903	4233
6837	3691	JJ211	JJ211	88	36r	36r	0	AC	2	2696	3900	1530	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3n6f69funye/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_88.jpg	3903	4233
6838	3692	JJ211	JJ211	89	36v	36v	0	AC	354	0	3947	1628	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0kmtyvgp56c/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_89.jpg	4302	4254
6839	3692	JJ211	JJ211	89	36v	36v	0	AC	436	1630	3865	1307	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0kmtyvgp56c/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_89.jpg	4302	4254
6840	3692	JJ211	JJ211	89	36v	36v	0	AC	452	2933	3849	1313	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0kmtyvgp56c/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_89.jpg	4302	4254
6841	3693	JJ211	JJ211	90	37r	37r	0	AC	3	6	3895	1477	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwjts7c3cd70/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_90.jpg	3903	4233
6842	3693	JJ211	JJ211	90	37r	37r	0	AC	2	1483	3895	894	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwjts7c3cd70/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_90.jpg	3903	4233
6843	3693	JJ211	JJ211	90	37r	37r	0	AC	0	2387	3902	939	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwjts7c3cd70/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_90.jpg	3903	4233
6844	3693	JJ211	JJ211	90	37r	37r	1	AI	8	3346	3892	882	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwjts7c3cd70/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_90.jpg	3903	4233
6845	3694	JJ211	JJ211	91	37v	37v	2	AF	244	0	4048	743	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkm6t21h0fik/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_91.jpg	4305	4254
6846	3694	JJ211	JJ211	91	37v	37v	0	AC	444	743	3860	998	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkm6t21h0fik/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_91.jpg	4305	4254
6847	3694	JJ211	JJ211	91	37v	37v	0	AC	441	1752	3863	1379	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkm6t21h0fik/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_91.jpg	4305	4254
6848	3694	JJ211	JJ211	91	37v	37v	1	AI	471	3133	3833	1106	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkm6t21h0fik/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_91.jpg	4305	4254
6849	3695	JJ211	JJ211	92	38r	38r	2	AF	0	0	3848	598	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1cjxs92ymyh/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_92.jpg	3852	4233
6850	3695	JJ211	JJ211	92	38r	38r	0	AC	0	603	3850	992	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1cjxs92ymyh/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_92.jpg	3852	4233
6851	3695	JJ211	JJ211	92	38r	38r	0	AC	0	1606	3847	1275	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1cjxs92ymyh/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_92.jpg	3852	4233
6852	3695	JJ211	JJ211	92	38r	38r	0	AC	10	2883	3839	1344	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1cjxs92ymyh/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_92.jpg	3852	4233
6853	3696	JJ211	JJ211	93	38v	38v	0	AC	323	0	3978	1744	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfrpru1512qo/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_93.jpg	4302	4254
6854	3696	JJ211	JJ211	93	38v	38v	0	AC	401	1736	3900	1116	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfrpru1512qo/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_93.jpg	4302	4254
6855	3696	JJ211	JJ211	93	38v	38v	0	AC	419	2856	3881	718	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfrpru1512qo/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_93.jpg	4302	4254
6856	3696	JJ211	JJ211	93	38v	38v	1	AI	460	3580	3841	663	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfrpru1512qo/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_93.jpg	4302	4254
6857	3697	JJ211	JJ211	94	39r	39r	2	AF	5	8	3845	1221	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8jq91qojbqv/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_94.jpg	3852	4233
6858	3697	JJ211	JJ211	94	39r	39r	0	AC	9	1227	3839	1111	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8jq91qojbqv/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_94.jpg	3852	4233
6859	3697	JJ211	JJ211	94	39r	39r	0	AC	3	2275	3848	871	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8jq91qojbqv/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_94.jpg	3852	4233
6860	3697	JJ211	JJ211	94	39r	39r	1	AI	13	3141	3835	1087	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8jq91qojbqv/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_94.jpg	3852	4233
6861	3698	JJ211	JJ211	95	39v	39v	2	AF	334	3	3965	838	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvnn4pmqo46f/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_95.jpg	4302	4254
6862	3698	JJ211	JJ211	95	39v	39v	0	AC	459	846	3841	1245	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvnn4pmqo46f/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_95.jpg	4302	4254
6863	3698	JJ211	JJ211	95	39v	39v	0	AC	461	2084	3839	980	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvnn4pmqo46f/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_95.jpg	4302	4254
6864	3698	JJ211	JJ211	95	39v	39v	0	AC	481	3050	3819	1196	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvnn4pmqo46f/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_95.jpg	4302	4254
6865	3699	JJ211	JJ211	96	40r	40r	0	AC	0	9	3848	1336	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtyav4cxu06e/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_96.jpg	3852	4233
6866	3699	JJ211	JJ211	96	40r	40r	0	AC	0	1346	3850	959	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtyav4cxu06e/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_96.jpg	3852	4233
6867	3699	JJ211	JJ211	96	40r	40r	0	AC	0	2306	3849	1001	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtyav4cxu06e/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_96.jpg	3852	4233
6868	3699	JJ211	JJ211	96	40r	40r	1	AI	5	3312	3845	913	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtyav4cxu06e/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_96.jpg	3852	4233
6869	3700	JJ211	JJ211	97	40v	40v	2	AF	480	7	3813	1200	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqgfh4ysvtoi/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_97.jpg	4302	4254
6870	3700	JJ211	JJ211	97	40v	40v	0	AC	442	1205	3858	1737	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqgfh4ysvtoi/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_97.jpg	4302	4254
6871	3700	JJ211	JJ211	97	40v	40v	1	AI	481	2943	3820	1303	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqgfh4ysvtoi/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_97.jpg	4302	4254
6872	3701	JJ211	JJ211	98	41r	41r	2	AF	2	31	3845	1329	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhs84jx9qc2o/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_98.jpg	3855	4233
6873	3701	JJ211	JJ211	98	41r	41r	0	AC	0	1347	3850	1192	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhs84jx9qc2o/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_98.jpg	3855	4233
6874	3701	JJ211	JJ211	98	41r	41r	1	AI	3	2537	3847	1650	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhs84jx9qc2o/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_98.jpg	3855	4233
6875	3702	JJ211	JJ211	99	41v	41v	2	AF	338	2	3956	1601	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnyszwnz21pi/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_99.jpg	4302	4254
6876	3702	JJ211	JJ211	99	41v	41v	0	AC	402	1598	3899	1416	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnyszwnz21pi/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_99.jpg	4302	4254
6877	3702	JJ211	JJ211	99	41v	41v	1	AI	462	3000	3838	1247	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnyszwnz21pi/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_99.jpg	4302	4254
6878	3703	JJ211	JJ211	100	42r	42r	2	AF	8	5	3826	894	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vg6nfzi9n1qg/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_100.jpg	3837	4176
6879	3703	JJ211	JJ211	100	42r	42r	0	AC	0	901	3837	1072	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vg6nfzi9n1qg/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_100.jpg	3837	4176
6880	3703	JJ211	JJ211	100	42r	42r	0	AC	2	1980	3834	1055	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vg6nfzi9n1qg/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_100.jpg	3837	4176
6881	3703	JJ211	JJ211	100	42r	42r	1	AI	3	3031	3833	1139	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vg6nfzi9n1qg/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_100.jpg	3837	4176
6882	3704	JJ211	JJ211	101	42v	42v	2	AF	12	1	3817	1330	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vav074qk7f75/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_101.jpg	3831	4176
6883	3704	JJ211	JJ211	101	42v	42v	0	AC	11	1307	3819	964	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vav074qk7f75/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_101.jpg	3831	4176
6884	3704	JJ211	JJ211	101	42v	42v	0	AC	2	2262	3828	1905	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vav074qk7f75/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_101.jpg	3831	4176
6885	3705	JJ211	JJ211	102	43r	43r	0	AC	8	1	3841	1046	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v861v53wvmd2/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_102.jpg	3852	4233
6886	3705	JJ211	JJ211	102	43r	43r	0	AC	0	1047	3849	1427	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v861v53wvmd2/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_102.jpg	3852	4233
6887	3705	JJ211	JJ211	102	43r	43r	1	AI	2	2473	3844	1752	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v861v53wvmd2/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_102.jpg	3852	4233
6888	3706	JJ211	JJ211	103	43v	43v	0	AC	330	10	3962	1577	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9s2s1qus64n/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_103.jpg	4305	4251
6889	3706	JJ211	JJ211	103	43v	43v	0	AC	439	1592	3864	1093	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9s2s1qus64n/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_103.jpg	4305	4251
6890	3706	JJ211	JJ211	103	43v	43v	0	AC	474	2689	3829	1560	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9s2s1qus64n/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_103.jpg	4305	4251
6891	3707	JJ211	JJ211	104	44r	44r	0	AC	8	5	3839	1432	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7bryvzd24l9/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_104.jpg	3852	4233
6892	3707	JJ211	JJ211	104	44r	44r	1	AI	5	1435	3844	2796	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7bryvzd24l9/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_104.jpg	3852	4233
6893	3708	JJ211	JJ211	105	44v	44v	0	AC	326	3	3975	1522	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5he9davrc5j/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_105.jpg	4302	4254
6894	3708	JJ211	JJ211	105	44v	44v	0	AC	409	1532	3892	1259	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5he9davrc5j/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_105.jpg	4302	4254
6895	3708	JJ211	JJ211	105	44v	44v	1	AI	445	2788	3856	1398	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5he9davrc5j/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_105.jpg	4302	4254
6896	3709	JJ211	JJ211	106	45r	45r	0	AC	0	11	3849	1732	https://iiif.irht.cnrs.fr/iiif/ark:/63955/veyl4sdbw1j7/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_106.jpg	3852	4233
6897	3709	JJ211	JJ211	106	45r	45r	0	AC	5	1739	3843	1036	https://iiif.irht.cnrs.fr/iiif/ark:/63955/veyl4sdbw1j7/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_106.jpg	3852	4233
6898	3709	JJ211	JJ211	106	45r	45r	1	AI	0	2774	3849	1411	https://iiif.irht.cnrs.fr/iiif/ark:/63955/veyl4sdbw1j7/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_106.jpg	3852	4233
6899	3710	JJ211	JJ211	107	45v	45v	3	AM	0	0	459	4238	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vth3su6wgf2x/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_107.jpg	4302	4254
6900	3710	JJ211	JJ211	107	45v	45v	1	AI	434	0	3867	4234	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vth3su6wgf2x/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_107.jpg	4302	4254
6901	3711	JJ211	JJ211	108	46r	46r	2	AF	0	9	3846	2599	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vubb472hdmwb/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_108.jpg	3852	4203
6902	3711	JJ211	JJ211	108	46r	46r	1	AI	0	2620	3846	1578	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vubb472hdmwb/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_108.jpg	3852	4203
6903	3712	JJ211	JJ211	109	46v	46v	0	AC	376	0	3925	1913	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v713ld0mw8fd/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_109.jpg	4302	4251
6904	3712	JJ211	JJ211	109	46v	46v	0	AC	458	1905	3843	1139	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v713ld0mw8fd/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_109.jpg	4302	4251
6905	3712	JJ211	JJ211	109	46v	46v	1	AI	465	3033	3835	1201	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v713ld0mw8fd/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_109.jpg	4302	4251
6906	3713	JJ211	JJ211	110	47r	47r	2	AF	0	7	3845	703	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vb77i4nx6lsh/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_110.jpg	3852	4203
6907	3713	JJ211	JJ211	110	47r	47r	0	AC	0	712	3846	1002	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vb77i4nx6lsh/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_110.jpg	3852	4203
6908	3713	JJ211	JJ211	110	47r	47r	0	AC	0	1711	3848	857	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vb77i4nx6lsh/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_110.jpg	3852	4203
6909	3713	JJ211	JJ211	110	47r	47r	1	AI	4	2559	3843	1599	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vb77i4nx6lsh/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_110.jpg	3852	4203
6910	3714	JJ211	JJ211	111	47v	47v	0	AC	332	2	3963	1536	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwxpyf2lbesd/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_111.jpg	4302	4254
6911	3714	JJ211	JJ211	111	47v	47v	0	AC	412	1541	3889	1268	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwxpyf2lbesd/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_111.jpg	4302	4254
6912	3714	JJ211	JJ211	111	47v	47v	1	AI	445	2799	3855	1438	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwxpyf2lbesd/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_111.jpg	4302	4254
6913	3715	JJ211	JJ211	112	48r	48r	0	AC	0	1	3966	1499	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vheqi0nqg02n/full/full/0/default.jpg	Paris_Archives_Nationales_JJ211_112.jpg	3966	4212
